HLE,HLN,HLZ
-0.01057,0.061674,-0.01113
0.011598,0.056347,-0.021469
0.013155,0.050787,-0.028519
0.012252,0.046184,-0.033235
-0.011296,0.043348,-0.037607
-0.015459,0.042481,-0.044237
-0.020859,0.043194,-0.055703
-0.02695,0.044667,-0.073855
-0.03277,0.045861,-0.099194
-0.037421,0.045795,-0.130556
-0.040452,0.043856,-0.165151
-0.041884,0.040021,-0.199023
-0.041979,0.034819,-0.227767
-0.040934,0.029094,-0.247353
-0.038697,0.02367,-0.254882
-0.035008,0.019047,-0.249128
-0.029594,0.015245,-0.230791
-0.022421,0.011759,-0.20233
-0.013842,-0.019205,-0.167351
0.013146,-0.033883,-0.129564
0.020788,-0.04955,-0.091741
0.027871,-0.0638,-0.055184
0.034873,-0.074022,-0.019849
0.041951,-0.078126,0.014803
0.048529,-0.075211,0.048736
0.05334,-0.065881,0.080588
0.054914,-0.05213,0.107616
0.052347,-0.036724,0.126563
0.04589,-0.022394,0.134957
0.036953,-0.011175,0.132225
0.027695,0.011134,0.120037
0.020422,0.015252,0.101502
0.016896,0.016543,0.079779
0.017707,0.013922,0.056856
0.021963,-0.012611,0.033039
0.027619,-0.021807,-0.020569
0.032243,-0.027615,-0.050947
0.033941,-0.028971,-0.081671
0.031979,-0.026329,-0.109249
0.026782,-0.021616,-0.129521
0.019538,-0.01752,-0.139035
0.011723,-0.016552,-0.13632
-0.012277,-0.020353,-0.122447
-0.015422,-0.029295,-0.100775
-0.019643,-0.042384,-0.075873
-0.025042,-0.057442,-0.052154
-0.031186,-0.071642,-0.032685
-0.036889,-0.082181,-0.018471
-0.040372,-0.086886,0.022171
-0.039782,-0.084593,0.038442
-0.033937,-0.0752,0.056729
-0.022958,-0.059529,0.073959
0.020589,-0.039149,0.086398
0.029491,-0.016146,0.090962
0.032377,0.028585,0.086542
0.029217,0.046317,0.074822
0.021368,0.059233,0.060203
0.01119,0.066954,0.04854
-0.010437,0.069808,0.045259
-0.011466,0.068577,0.053526
-0.010442,0.064156,0.073057
-0.010676,0.057233,0.100072
-0.013329,0.048161,0.128263
-0.015438,0.037151,0.150584
-0.015889,0.024585,0.161174
-0.014081,0.011204,0.156761
-0.010227,-0.013289,0.137288
-0.015133,-0.021719,0.105522
-0.0241,-0.026053,0.065929
-0.031926,-0.025653,0.023164
-0.036734,-0.02056,-0.019148
-0.037509,-0.011543,-0.058711
-0.034528,0.013157,-0.094137
-0.02904,0.026022,-0.124216
-0.022545,0.037335,-0.147503
-0.016139,0.045741,-0.162688
-0.010136,0.050136,-0.169239
0.011401,0.049941,-0.167744
0.02133,0.045296,-0.159747
0.031428,0.037,-0.147089
0.039556,0.026326,-0.131137
0.043388,0.014838,-0.112334
0.041319,0.012215,-0.090302
0.033187,0.023411,-0.064595
0.020573,0.032486,-0.035716
-0.012636,0.037091,0.021103
-0.013538,0.036208,0.040512
0.018104,0.030572,0.048719
0.02555,0.022468,0.044838
0.031209,0.014954,0.031887
0.0354,0.010777,0.016436
0.038569,0.011332,0.010959
0.040953,0.016041,0.032801
0.042411,0.022531,0.071872
0.04249,0.027493,0.122697
0.040606,0.027989,0.176251
0.036242,0.02264,0.222128
0.029116,0.012124,0.250957
0.019304,-0.013689,0.256457
-0.019261,-0.022794,0.236573
-0.031315,-0.026888,0.193659
-0.040962,-0.026319,0.133597
-0.047315,-0.023047,0.06417
-0.049828,-0.019888,-0.074121
-0.04842,-0.01948,-0.133896
-0.043592,-0.023408,-0.185053
-0.036464,-0.031838,-0.227227
-0.028604,-0.043604,-0.259875
-0.021583,-0.056642,-0.281863
-0.016412,-0.068599,-0.291568
-0.01311,-0.077459,-0.287205
-0.010652,-0.082091,-0.267302
0.013033,-0.082566,-0.231368
0.019917,-0.080102,-0.180691
0.023013,-0.076566,-0.119013
0.020659,-0.073791,-0.052546
0.012805,-0.073035,0.011188
-0.011518,-0.074629,0.065214
-0.021946,-0.077868,0.104942
-0.027679,-0.081059,0.12918
-0.027486,-0.08176,0.139664
-0.02156,-0.077243,0.139718
-0.011267,-0.065204,0.132728
0.013934,-0.044484,0.121017
0.024539,-0.015513,0.105516
0.031593,0.019528,0.0861
0.034221,0.056869,0.062423
0.03236,0.091628,0.034891
0.026824,0.118696,-0.022646
0.019149,0.133851,-0.045064
0.011149,0.134884,-0.058322
-0.011127,0.12232,-0.06067
-0.010114,0.010775,-0.011007
-0.011287,0.013223,-0.013868
-0.012142,0.015531,-0.015623
-0.012617,0.01724,-0.016117
-0.012739,0.018105,-0.015395
-0.012524,0.018104,-0.013785
-0.011948,0.017296,-0.011807
-0.010987,0.015707,0.013696
-0.010767,0.013413,0.017241
-0.011339,0.010667,0.019899
-0.011113,-0.011135,0.021124
-0.010144,-0.013268,0.020543
0.010036,-0.01505,0.018148
0.011655,-0.016482,0.014397
0.012816,-0.017592,0.01004
0.013053,-0.018251,0.010559
0.011833,-0.01819,0.011273
-0.011272,-0.017273,0.011745
-0.013137,-0.015695,0.011664
-0.01277,-0.013812,0.010748
-0.010007,-0.01188,-0.010089
-0.011929,-0.010013,-0.012924
-0.014619,-0.012097,-0.016883
-0.016418,-0.015294,-0.019998
-0.017364,-0.01821,-0.021707
-0.017648,-0.020311,-0.021725
-0.017526,-0.021238,-0.019998
-0.017193,-0.020839,-0.016657
-0.016642,-0.019191,-0.01201
-0.015665,-0.016646,-0.010099
-0.014079,-0.013782,0.013372
-0.011924,-0.011183,0.016036
0.011525,0.010291,0.016013
0.013182,0.010805,0.013176
0.013965,0.011306,-0.014274
0.013775,0.01207,-0.02007
0.012452,0.013227,-0.023516
-0.010314,0.014587,-0.024207
-0.012559,0.015649,-0.0222
-0.014991,0.015845,-0.017916
-0.017523,0.014918,-0.011911
-0.019597,0.013227,0.012314
-0.020297,0.011722,0.021277
-0.018726,0.011428,0.029666
-0.014504,0.012818,0.036492
0.010039,0.015531,0.040831
0.01149,0.018527,0.042339
0.012541,0.020619,0.041606
0.013294,0.021038,0.039931
0.01402,0.01969,0.03871
0.014958,0.01711,0.038732
0.016096,0.014175,0.039799
0.017077,0.011766,0.040961
0.01729,0.010512,0.041093
0.016154,0.010637,0.039434
0.013443,0.011912,0.035897
-0.01137,0.01375,0.031025
-0.01295,0.015449,0.025722
-0.012555,0.016435,0.020887
-0.010252,0.016341,0.017111
-0.011365,0.015005,0.014528
-0.016518,0.012451,0.012839
-0.020702,-0.012498,0.011497
-0.023505,-0.015378,0.010371
-0.024596,-0.016458,0.015091
-0.023627,-0.015413,0.019615
-0.020324,-0.012596,0.023087
-0.014771,-0.010528,0.024752
0.010523,-0.013659,0.024034
0.012639,-0.0158,0.020725
0.013137,-0.016477,0.01515
0.012906,-0.015591,-0.012382
0.012588,-0.013617,-0.016899
0.012249,-0.011463,-0.019621
0.011469,-0.010064,-0.020404
-0.010394,-0.010775,-0.019448
-0.010655,-0.012121,-0.017222
-0.010962,-0.013391,-0.014269
-0.014316,-0.014279,-0.011069
-0.016835,-0.014702,-0.013647
-0.017737,-0.014669,-0.01893
-0.016655,-0.01416,-0.023129
-0.01373,-0.013089,-0.024708
0.012026,-0.011343,-0.022885
0.012521,0.010946,-0.018161
0.011976,0.012898,-0.012311
0.011043,0.013811,-0.010341
0.010156,0.013529,-0.01761
-0.0101,0.012225,-0.02662
-0.011003,0.010392,-0.034877
0.010331,0.010779,-0.040354
0.015236,0.011127,-0.041966
0.018584,0.010526,-0.039664
0.020318,0.01212,-0.034286
0.020519,0.013448,-0.027292
0.019192,0.011741,-0.020413
0.016224,-0.010918,-0.015144
0.011513,-0.011754,-0.012115
-0.010363,-0.011637,-0.010828
-0.0173,-0.010657,-0.010127
-0.021666,0.010591,-0.010483
-0.022218,0.010845,-0.014378
-0.018647,-0.011636,-0.015804
-0.011818,-0.013568,-0.014635
0.012662,-0.014736,-0.011941
0.012948,-0.014849,-0.012087
0.011333,-0.013874,-0.017979
-0.010626,-0.012053,-0.025679
-0.011399,-0.011502,-0.033272
-0.010606,-0.013399,-0.038768
0.014515,-0.01392,-0.040594
0.019379,-0.012801,-0.037785
0.022109,-0.01043,-0.030081
0.022137,-0.014519,-0.018106
0.019334,-0.018148,0.012023
0.014122,-0.019343,0.026088
-0.011833,-0.017902,0.037241
-0.012601,-0.014424,0.04452
-0.011977,-0.010044,0.047401
-0.010143,0.010066,0.045716
-0.014858,0.013289,0.039929
-0.020147,0.014037,0.031381
-0.024621,0.012056,0.022057
-0.027484,0.013949,0.013978
-0.027924,0.016782,-0.011239
-0.025445,0.018026,-0.017212
-0.020085,0.017751,-0.022043
-0.012481,0.016229,-0.02444
0.011192,0.013767,-0.023393
0.01469,0.010591,-0.01847
0.01459,0.010413,-0.010219
0.011363,0.01196,0.014503
-0.010404,0.013531,0.015401
0.01064,0.014419,0.011195
0.011394,0.013819,-0.012374
0.012331,0.011303,-0.013454
0.01331,-0.010264,0.019188
0.014024,-0.01091,0.03344
0.014403,-0.010157,0.043839
0.014827,0.012651,0.048226
0.015897,0.018938,0.045672
0.017977,0.023182,0.036542
0.020872,0.024967,0.022695
0.023794,0.02441,-0.014847
0.025709,0.02199,-0.018228
0.025835,0.018274,-0.017263
0.024033,0.013708,-0.014258
0.020878,-0.010253,-0.011774
0.017293,-0.010613,-0.011682
0.014079,-0.010688,-0.014556
0.011671,-0.010296,-0.019596
0.010173,-0.011777,-0.025048
0.010625,-0.015673,-0.028988
0.011052,-0.018375,-0.030108
0.010124,-0.018612,-0.028129
-0.013321,-0.015864,-0.023757
-0.017882,-0.010513,-0.01818
-0.02267,0.010564,-0.012337
-0.026514,-0.010397,0.010042
-0.028128,-0.011109,0.021787
-0.026914,-0.010284,0.034991
-0.023375,0.011704,0.047386
-0.018817,0.015475,0.056371
-0.014702,0.018453,0.060016
-0.012111,0.020417,0.057551
-0.011401,0.020998,0.049422
-0.012073,0.019889,0.037135
-0.012987,0.01706,0.022951
-0.013002,0.012892,-0.014762
-0.011664,-0.010681,-0.022059
0.01091,-0.012958,-0.028812
0.014636,-0.012892,-0.032935
0.016439,-0.010541,-0.033476
0.016422,-0.01014,-0.030942
0.014827,-0.01228,-0.026794
0.011768,-0.012182,-0.022589
-0.01233,-0.014963,-0.019253
-0.018176,-0.018921,-0.016796
-0.02237,-0.019458,-0.014627
-0.02473,-0.016241,-0.012242
-0.025492,0.015865,-0.010121
-0.025061,0.022035,-0.01479
-0.023783,0.025996,-0.022305
-0.02184,0.028101,-0.031158
-0.019269,0.029051,-0.03918
-0.016052,0.029462,-0.044168
-0.012211,0.029477,-0.044572
0.011096,0.028697,-0.04008
0.016308,0.026574,-0.03184
0.021975,0.022894,-0.022095
0.027693,0.017928,-0.013148
0.032974,0.012282,0.011214
0.037231,-0.012173,0.017081
0.039841,-0.014589,0.023706
0.040256,-0.01581,0.03093
0.03814,-0.016259,0.038678
0.033552,-0.016783,0.046727
0.027116,-0.018253,0.054459
0.019977,-0.021099,0.060851
0.013374,-0.024995,0.064618
0.015263,0.012668,-0.010522
0.020293,0.013143,0.011092
0.021843,0.010871,0.013128
0.019601,-0.010842,0.012292
0.01486,-0.013241,-0.014501
0.012741,-0.012566,-0.018824
0.015607,0.013714,-0.018048
0.017001,0.019553,-0.011553
0.01597,0.021829,0.012977
0.011863,0.019964,0.025283
-0.014282,0.014613,0.033274
-0.021971,0.010227,0.034475
-0.025623,0.015633,0.027883
-0.024096,0.019938,0.014367
-0.017603,0.022719,-0.021865
0.01491,0.023571,-0.036874
0.023185,0.022193,-0.045219
0.02712,0.018657,-0.044855
0.025428,0.013555,-0.035303
0.017993,-0.012889,-0.01791
-0.01389,-0.018352,0.026576
-0.016191,-0.021932,0.044692
-0.01229,-0.022084,0.054961
0.010972,-0.018094,0.055938
-0.010977,-0.010228,0.048735
-0.016589,0.011002,0.036674
-0.020131,0.019074,0.024044
-0.021313,0.021701,0.014545
-0.020229,0.017544,0.010086
-0.017521,-0.017604,0.010435
-0.014442,-0.025149,0.014021
-0.012473,-0.026389,0.019111
-0.01263,-0.021517,0.024581
-0.014847,-0.012403,0.030001
-0.017864,0.011009,0.035137
-0.019878,-0.014989,0.039472
-0.019382,-0.032673,0.042289
-0.015585,-0.049642,0.043039
0.011916,-0.0621,0.041566
0.022253,-0.067236,0.038043
0.030479,-0.064141,0.032624
0.035341,-0.054067,0.025152
0.036204,-0.039912,0.015147
0.033018,-0.024974,-0.015065
0.026148,-0.011722,-0.036158
0.016241,0.012349,-0.060283
-0.01996,0.017423,-0.084426
-0.0282,0.022801,-0.103708
-0.031487,0.029385,-0.112409
-0.029211,0.03732,-0.105752
-0.022197,0.045457,-0.081635
-0.012432,0.051337,-0.041571
0.010294,0.051948,0.061302
0.010842,0.045198,0.104295
-0.012803,0.031205,0.127894
-0.01709,0.012483,0.126216
-0.017523,-0.023129,0.100212
-0.013544,-0.033503,0.057984
0.01634,-0.037233,0.01172
0.026291,-0.034776,-0.02692
0.033323,-0.027194,-0.050755
0.036719,-0.015745,-0.058934
0.036625,0.011576,-0.055833
0.033835,0.022183,-0.048411
0.029465,0.026952,-0.043426
0.02456,0.024572,-0.0453
0.019659,0.016355,-0.055064
0.014553,0.02521,-0.070383
-0.018427,0.045689,-0.086639
-0.026376,0.064603,-0.098555
-0.030747,0.077332,-0.101899
-0.030894,0.081019,-0.094859
-0.027653,0.075037,-0.078703
-0.022684,0.060605,-0.057582
-0.017384,0.040094,-0.037233
-0.012081,0.016441,-0.022804
0.011232,-0.02812,-0.016345
0.020145,-0.043702,-0.015391
0.025153,-0.052349,-0.013969
0.023417,-0.053389,0.015408
0.014678,-0.047311,0.048437
-0.01102,-0.035794,0.090248
-0.019671,-0.021486,0.134522
-0.023064,0.010196,0.173698
-0.02247,0.012068,0.200313
-0.020144,0.010038,0.208272
-0.017713,-0.010329,0.194121
-0.015404,-0.015476,0.158149
-0.012642,-0.021078,0.104711
-0.013621,-0.026676,0.041179
-0.014038,-0.030709,-0.024014
0.016683,-0.031305,-0.083457
0.028304,-0.027602,-0.131907
0.033767,-0.020708,-0.165847
0.031918,-0.01357,-0.182433
0.024717,-0.012659,-0.179106
0.01612,-0.015547,-0.15436
0.010058,-0.015086,-0.109586
0.011437,-0.01062,-0.050559
0.016167,-0.011543,0.012936
0.019974,-0.013241,0.069346
0.020889,-0.012638,0.108893
0.0184,0.02193,0.126609
0.013397,0.040125,0.123244
0.010963,0.053043,0.104299
-0.016073,0.055345,0.077833
-0.03241,0.045417,0.051971
-0.046284,0.026336,0.032806
-0.05446,-0.012215,0.022805
-0.055646,-0.019849,0.020097
-0.05045,-0.017626,0.019407
-0.040329,0.012358,0.015138
-0.026522,0.019625,-0.023766
0.026224,0.024506,-0.032233
0.039684,0.027079,-0.034507
0.04536,0.026106,-0.033848
0.041845,0.019775,-0.035459
0.030754,-0.027116,-0.04328
0.016236,-0.040995,-0.05761
0.016875,-0.047808,-0.075015
0.025599,-0.046355,-0.089893
0.029727,-0.03773,-0.096768
0.02679,-0.024777,-0.092207
0.015988,-0.010992,-0.075624
-0.020212,0.0101,-0.049161
-0.036912,0.017428,-0.017019
-0.047609,0.024485,0.015308
-0.051093,0.031984,0.041739
-0.048375,0.038669,0.056685
-0.041594,0.0415,0.056865
-0.032727,0.036866,0.043092
-0.022825,0.02237,0.020791
-0.011884,-0.030484,-0.017454
0.01504,-0.057321,-0.024474
0.030025,-0.074179,-0.026362
0.042726,-0.075943,-0.029446
0.04977,-0.062543,-0.038331
0.04911,-0.039066,-0.052724
0.041215,-0.012977,-0.067867
0.028942,0.025493,-0.077032
0.015933,0.035489,-0.074086
-0.012,0.041264,-0.055386
-0.014531,0.043908,-0.020914
-0.016971,0.043492,0.025144
-0.02004,0.039671,0.074545
-0.024119,0.032142,0.116468
-0.02889,0.020862,0.140764
-0.033054,-0.010139,0.141454
-0.034543,-0.025933,0.118668
-0.031456,-0.037704,0.078456
-0.023125,-0.042547,0.030506
-0.010578,-0.039163,-0.014548
0.017533,-0.027879,-0.046842
0.028553,-0.010099,-0.058397
0.035507,0.012,-0.044403
0.037233,0.035357,0.05429
0.033,0.055785,0.120778
0.02324,0.068267,0.179091
0.010314,0.068355,0.214263
0.02915,0.054056,0.215921
0.048987,0.027236,0.181244
0.062604,-0.037488,0.115957
0.064942,-0.058232,0.032953
0.053941,-0.06263,-0.051723
0.031151,-0.049813,-0.123999
-0.028418,-0.023974,-0.175966
-0.0516,0.034343,-0.207167
-0.063629,0.050698,-0.221707
-0.063821,0.052455,-0.223774
-0.055176,0.040229,-0.214642
-0.042947,0.018238,-0.192624
-0.032444,-0.028793,-0.156178
-0.027112,-0.041171,-0.107133
-0.027713,-0.041728,-0.051173
-0.032363,-0.032294,0.051034
-0.037197,-0.018393,0.08517
-0.037536,-0.012878,0.103584
-0.029626,-0.017761,0.104969
-0.012479,-0.016058,0.089649
0.01092,0.025423,0.060156
0.034002,0.038362,0.021313
0.049224,0.043299,-0.020405
0.051409,0.038088,-0.058141
0.039977,0.023567,-0.08598
0.019188,-0.016943,-0.099788
-0.022582,-0.032335,-0.097637
-0.032324,-0.039534,-0.080003
-0.032304,-0.037946,-0.049861
-0.024858,-0.029353,-0.012602
-0.014136,-0.017093,0.02461
0.014518,-0.01815,0.054503
0.021247,-0.022711,0.072133
0.028884,-0.019253,0.077252
0.03559,0.021319,0.074606
0.039483,0.026515,0.070641
0.039853,0.020379,0.068814
0.037443,-0.016301,0.066624
0.033553,-0.034004,0.056544
0.029073,-0.042289,0.03159
0.024373,-0.038012,-0.056157
0.012303,-0.01168,-0.013095
0.017048,-0.016786,-0.021112
0.021168,-0.023123,-0.032376
0.023553,-0.030552,-0.047385
0.024129,-0.038754,-0.066282
0.023983,-0.047266,-0.088791
0.024671,-0.055571,-0.114194
0.027132,-0.063175,-0.141254
0.030801,-0.069591,-0.168227
0.033474,-0.074282,-0.193109
0.032278,-0.076652,-0.213924
0.025176,-0.076071,-0.228816
0.012153,-0.07192,-0.235913
-0.021551,-0.063756,-0.233082
-0.03581,-0.051619,-0.217981
-0.045504,-0.036315,-0.188755
-0.050122,-0.019406,-0.145059
-0.049976,0.011603,-0.08889
-0.045717,0.023174,-0.024788
-0.038297,0.032131,0.041
-0.029186,0.039468,0.102065
-0.020426,0.045935,0.153575
-0.014284,0.051135,0.19333
-0.012383,0.053377,0.221385
-0.01474,0.050489,0.238542
-0.019333,0.041439,0.244446
-0.022726,0.027618,0.236555
-0.021891,0.012662,0.21115
-0.015951,0.012458,0.165968
0.012671,0.018337,0.103346
0.019656,0.020522,0.031801
0.025156,0.018959,-0.035815
0.028767,0.01438,-0.086475
0.028559,-0.011843,-0.111631
0.021922,-0.020927,-0.11004
-0.010905,-0.024714,-0.087097
-0.028673,-0.018462,-0.05218
-0.038827,0.031794,-0.01577
-0.037364,0.068934,0.012678
-0.025103,0.103581,0.025887
0.019758,0.127785,0.019587
0.019799,0.137571,-0.047758
0.010344,0.134022,-0.095122
-0.024016,0.122106,-0.136103
-0.040726,0.107869,-0.157358
-0.052902,0.095763,-0.147979
-0.058991,0.087577,-0.103099
-0.058048,0.082826,-0.026355
-0.049215,0.079967,0.070458
-0.032327,0.077384,0.170671
0.01713,0.073372,0.258433
0.041155,0.065492,0.323949
0.059587,0.050112,0.365311
0.071966,0.023174,0.386627
0.080158,-0.01727,0.393249
0.086419,-0.068388,0.387546
0.091989,-0.121856,0.36832
0.096847,-0.165757,0.333199
0.100412,-0.189012,0.281881
0.101697,-0.185845,0.216818
0.098091,-0.157754,0.139482
0.084756,-0.112643,0.046741
0.056741,-0.061377,-0.067509
0.012531,-0.013565,-0.205707
-0.043227,0.025536,-0.358282
-0.099763,0.055701,-0.501019
-0.144049,0.079361,-0.603657
-0.165859,0.098331,-0.642639
-0.161083,0.112014,-0.609286
-0.132448,0.117898,-0.51075
-0.087559,0.114043,-0.364137
-0.035894,0.100892,-0.189812
0.013715,0.080202,0.160386
0.054288,0.05264,0.301867
0.080486,0.016446,0.40829
0.088523,-0.031529,0.478505
0.077457,-0.092254,0.514559
0.050861,-0.161208,0.518078
0.017227,-0.228153,0.48904
-0.011792,-0.279577,0.428004
-0.02544,-0.302707,0.337725
-0.017988,-0.289554,0.220881
0.047741,-0.239622,0.077743
0.083197,-0.160642,-0.091552
0.099621,-0.066641,-0.28112
0.086073,0.026105,-0.473543
0.042395,0.104028,-0.639773
-0.020355,0.159085,-0.74812
-0.084318,0.187342,-0.774848
-0.132134,0.186634,-0.708629
-0.152621,0.157008,-0.549946
-0.141782,0.103794,-0.309044
-0.102232,0.04077,0.327278
-0.043798,-0.011328,0.64606
0.017173,-0.033899,0.902026
0.06271,-0.020509,1.053819
0.079475,0.02,1.075802
0.06256,0.068326,0.963427
0.016025,0.105341,0.735374
-0.049276,0.120694,0.431853
-0.117619,0.11304,0.10729
-0.168949,0.085446,-0.181682
-0.182118,0.041477,-0.390591
-0.143991,-0.014717,-0.497368
-0.058303,-0.074182,-0.502724
0.053409,-0.121215,-0.424193
0.159139,-0.139217,-0.288538
0.229585,-0.119811,-0.125859
0.249737,-0.068489,0.033588
0.222227,0.051485,0.162857
0.163622,0.078927,0.244561
0.096279,0.071284,0.277552
0.039813,0.033622,0.278614
0.018409,-0.018375,0.273585
0.036069,-0.064059,0.277051
0.047278,-0.087134,0.277304
0.047447,-0.083023,0.242891
0.035955,-0.058654,0.143494
0.015634,-0.026456,-0.028598
-0.039779,0.025396,-0.250706
-0.076661,0.035994,-0.482978
-0.120438,0.027817,-0.685435
-0.162725,-0.06362,-0.823261
-0.188553,-0.128221,-0.867675
-0.184784,-0.170072,-0.802458
-0.150579,-0.160655,-0.631652
-0.101066,-0.08943,-0.380439
-0.057993,0.02795,-0.089309
-0.036202,0.154069,0.195308
-0.036466,0.246927,0.427692
-0.046801,0.278552,0.564902
-0.050887,0.243872,0.574758
-0.036942,0.15883,0.455799
0.04962,0.050083,0.250482
0.104285,-0.055854,0.031603
0.146586,-0.13804,-0.128316
0.164487,-0.18298,-0.187204
0.155706,-0.18567,-0.146924
0.128196,-0.149638,-0.040856
0.09481,-0.084824,0.087706
0.064426,0.075994,0.199416
0.036968,0.141452,0.264442
-0.023298,0.17552,0.264544
-0.050049,0.164887,0.196185
-0.060856,0.10727,0.075434
-0.048442,0.017362,-0.061115
-0.017214,-0.077014,-0.166192
0.017146,-0.146567,-0.200391
0.034781,-0.1743,-0.1523
0.021917,-0.161969,-0.04586
-0.021334,-0.122837,0.075566
-0.0806,-0.069851,0.173223
-0.133785,0.054338,0.226867
-0.16197,0.116794,0.233439
-0.157728,0.164723,0.193946
-0.125192,0.18441,0.106751
-0.075045,0.169985,-0.02078
-0.018832,0.126763,-0.160704
0.035027,0.068641,-0.27323
0.082486,0.011775,-0.328076
0.122991,-0.031066,-0.321661
0.157058,-0.052535,-0.275126
0.183298,-0.051193,-0.208461
0.196485,-0.032336,-0.118668
0.189252,0.010868,0.011703
0.158264,0.013193,0.188302
0.108405,-0.029629,0.384434
0.04942,-0.062592,0.544212
-0.064163,-0.095871,0.614839
-0.109175,-0.12621,0.576513
-0.139793,-0.149609,0.441125
-0.149761,-0.160236,0.234147
-0.136721,-0.152242,-0.017562
-0.10639,-0.123838,-0.283533
-0.070601,-0.079131,-0.517691
-0.042195,-0.024527,-0.661071
-0.030877,0.035374,-0.674635
-0.040348,0.097165,-0.569532
-0.066469,0.155152,-0.40005
-0.097699,0.199129,-0.231924
-0.119404,0.216553,-0.110904
-0.120364,0.199831,-0.05175
-0.098498,0.152375,-0.054865
-0.061967,0.0875,-0.12288
-0.023331,0.023194,-0.253013
0.029098,-0.023328,-0.421277
0.042711,-0.040766,-0.581247
0.052944,-0.028502,-0.677968
0.06172,0.029861,-0.669208
0.068273,0.037864,-0.541041
0.071174,0.019288,-0.308295
0.071183,-0.016505,0.315048
0.072759,-0.052896,0.603832
0.082492,-0.07795,0.81083
0.105337,-0.089719,0.902653
0.140398,-0.093638,0.871186
0.179043,-0.094547,0.737889
0.207577,-0.090749,0.547546
0.212597,-0.075855,0.354263
0.186388,-0.044827,0.204122
0.010764,-0.010586,0.010701
0.012527,-0.01064,0.012412
0.013544,-0.011041,0.013986
0.013614,-0.013226,0.015465
0.012833,-0.013628,0.016885
0.011516,-0.012377,0.01821
-0.011423,-0.010108,0.019348
-0.012854,-0.010163,0.020222
-0.01398,-0.010816,0.020817
-0.014625,-0.010217,0.021138
-0.014533,0.010471,0.021131
-0.013423,0.011543,0.02069
-0.011209,0.014396,0.019711
0.010317,0.016785,0.018173
0.010854,0.018088,0.016157
0.010724,0.018008,0.013759
0.010071,0.016619,0.011014
0.011578,0.014232,-0.010594
0.013238,0.011224,-0.01105
0.014048,-0.010502,-0.011246
0.013351,-0.010792,-0.011358
0.010934,-0.011094,-0.011506
-0.010448,-0.012051,-0.011665
-0.013216,-0.01424,-0.011702
-0.016153,-0.017796,-0.011462
-0.018414,-0.02217,-0.010795
-0.019032,-0.026175,0.01207
-0.017425,-0.02843,0.013743
-0.013679,-0.027916,0.014453
0.010254,-0.024351,0.013963
0.010346,-0.018255,0.012078
0.010783,-0.010707,-0.010877
0.010421,0.013798,-0.014447
-0.010645,0.016449,-0.016552
-0.012142,0.017761,-0.017001
-0.012606,0.017815,-0.015932
-0.012604,0.016689,-0.013882
-0.012487,0.014567,-0.011558
-0.012024,0.011797,0.010294
-0.010461,0.010588,0.015686
0.012622,0.012701,0.02142
0.014037,0.013388,0.026951
0.013269,0.012287,0.031604
0.011059,0.011741,0.0348
0.011158,0.014709,0.036241
0.013899,0.015686,0.035909
0.016205,0.014314,0.033881
0.017654,0.010738,0.030229
0.017992,-0.010766,0.025194
0.01715,-0.0108,0.019323
0.015254,-0.011587,0.01326
0.012618,-0.012997,-0.010618
-0.013708,-0.01299,-0.012843
-0.017438,-0.011486,-0.014008
-0.019684,0.011625,-0.014447
-0.020185,0.012445,-0.014559
-0.019175,0.012114,-0.014714
-0.017229,0.011407,-0.015221
-0.014987,0.01093,-0.01624
-0.012915,0.010868,-0.017679
-0.01122,0.011118,-0.019173
-0.010104,0.011546,-0.020146
-0.011283,0.01206,-0.019992
-0.012386,0.012574,-0.018255
-0.01278,0.013002,-0.014747
-0.011807,0.013317,0.013909
-0.011049,0.013613,0.017243
-0.017776,0.014068,0.019
-0.02339,0.014771,0.019288
-0.026558,0.015579,0.018367
-0.026603,0.016163,0.016528
-0.023776,0.016095,0.013964
-0.019206,0.014867,0.010732
-0.014425,0.011953,-0.013832
-0.010745,-0.013994,-0.018375
0.013881,-0.019313,-0.021569
0.021294,-0.022445,-0.022998
0.028543,-0.023651,-0.022601
0.034092,-0.023725,-0.020676
0.036536,-0.023511,-0.017778
0.03526,-0.023515,-0.014581
0.03077,-0.023818,-0.011749
0.024406,-0.024201,-0.010286
0.017752,-0.024317,-0.011296
0.012082,-0.023851,-0.011956
-0.012773,-0.022646,-0.012038
-0.016172,-0.020772,-0.011482
-0.018964,-0.018507,-0.010355
-0.019897,-0.016201,0.010877
-0.018054,-0.014066,0.011984
-0.013379,-0.012036,0.011939
0.011172,0.010775,0.0103
0.011433,0.012594,-0.010037
0.010779,0.014206,-0.012676
-0.010231,0.015111,-0.013649
-0.016408,0.01515,-0.012619
-0.021865,0.014496,0.013451
-0.02568,0.013487,0.018455
-0.026983,0.012459,0.022414
-0.025263,0.011615,0.023394
-0.020691,0.010933,0.020251
-0.014282,0.010195,0.01328
0.013774,-0.010912,-0.010324
0.018422,-0.013536,-0.012014
0.021751,-0.014604,0.01342
0.023225,-0.013381,0.020508
0.022764,0.01475,0.027747
0.020638,0.018047,0.032808
0.01722,0.019032,0.033975
0.012776,0.018062,0.030705
-0.012412,0.015924,0.02381
-0.018885,0.013461,0.015191
-0.02413,0.011251,-0.014884
-0.027462,-0.010106,-0.024229
-0.0285,0.011214,-0.034678
